Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
0.01314291200161393,-51.03284304138411,68.76491567481426
0.01555258696660082,-50.99291364289239,70.01733963272909
0.01538331061041254,-50.80116361484981,69.74302686564347
0.01607628744669771,-50.53653529071162,70.10353788097467
0.009527075375866214,-50.30401854910629,71.62381565764066
0.01848187326037702,-50.10655759403522,71.29123413215312
0.01816527038188453,-49.93059245200192,71.08658988039112
0.01072443862357657,-49.76172948529802,71.63559019279683
0.01938281910495648,-49.62421550904034,71.64061121926636
0.0195648027922226,-49.28829482595447,72.58849747432124
0.009555409527890846,-49.23850152989998,74.00722938101919
0.02000032352383514,-48.99143140596769,73.25185499908274
0.02120845005028352,-48.79520124824177,74.390387276929
0.0196423213828158,-48.62131648764183,74.69995297854416
0.02172638487384462,-48.36959572056929,74.34616484355981
0.00927345799507592,-48.13414850170938,74.62525081630642
0.02190968879283224,-48.05507146487425,75.17020196418099
0.02176532395004376,-47.76417919552655,76.34070192378549
0.01225664513488355,-47.70169203107208,75.50579980295674
0.02481479342855601,-47.40133815182681,76.52169309580179
0.01540645194599598,-47.23227079391533,76.41251951001657
0.02526152981071473,-47.03610519572408,76.88387061627789
0.01621030099440298,-46.79098219441794,76.94000210786695
0.02460696175988577,-46.56359890876918,77.49969717903464
0.01527574726609309,-46.38074651820153,78.21501180293716
0.01306578673904167,-46.12889277687711,78.09931128589469
0.02709532094583001,-46.09601182514304,78.67994350658159
0.02873091859923089,-45.73787341200717,78.2361433361777
0.02841931243354599,-45.56636141743313,79.06824918421894
0.02931315467438688,-45.40644262860587,79.40355685987697
0.02576182482361556,-45.24697638793202,80.06168917751296
0.02343304668184436,-45.08498217549018,79.83559086761323
0.03134583271801961,-44.78207023725173,79.41733576348459
0.03142868272478853,-44.57656890250364,80.10113509386328
0.03218845552711383,-44.39222272390874,80.68668986102303
0.03336516948537263,-44.16085875045982,80.42736484968832
0.03303135854971689,-44.00562100314303,80.65132545582895
0.03424260279165037,-43.82695921656898,80.84115808904085
0.03551073482540398,-43.53163591851295,80.9254462417997
0.03460491847953306,-43.38129891647858,81.01199808697912
0.03652953085294336,-43.16225834475652,81.21976429224948
0.03660554714561524,-42.89166432564797,81.17103285825182
0.03795588083936009,-42.77970415630084,82.2053048647598
0.03430370653246408,-42.48169779638424,82.22266671828103
0.03068300888135762,-42.26727369712498,81.97319852683495
0.03780229198847862,-42.06101835022152,82.23076643142895
0.04121310377067147,-41.8460162381814,82.48704461153233
0.03990645230959749,-41.67300331459396,82.86250927207499
0.04225629144032995,-41.43418594615418,83.00471599352019
0.0362284821344063,-41.37011382176958,82.92529791601649
0.04447229732350787,-41.16673446490583,83.58786020723065
0.04489523924751027,-40.94258987171281,83.60111633410817
0.0449322225943214,-40.66967433438337,82.71927302778039
0.04709824292243158,-40.48995723179807,83.22009000347319
0.04737002448233282,-40.28373867781931,83.70629638592575
0.05037041005639267,-40.06976873883816,83.48832494932948
0.0470526522408537,-39.81695162523004,84.0136356931078
0.03772690107137024,-39.60026382227183,84.12793521920639
0.05212168740535655,-39.43582097937008,83.83575074789894
0.05232896120699004,-39.16025718788028,83.91794195744471
0.05427747947380129,-38.97133907982521,84.26052888156812
0.05546615114713847,-38.77266037107113,84.09189734435225
0.05308013891654306,-38.56976375958438,84.35257793412603
0.04261670239528213,-38.38109201305443,84.61297036332792
0.05947829849400532,-38.20147305145835,84.72501775514218
0.04897477542218067,-37.97339444563175,84.79311238567874
0.0568326124339977,-37.82264551039797,84.73681457974924
0.06279280027352994,-37.55195212434551,84.95965497613548
0.06340845990045602,-37.30878820073099,84.90312908943361
0.06371651454013313,-37.16861037882696,85.03450774571263
0.05165305986419098,-36.95756807470568,85.48833940138087
0.06594924211176063,-36.77322560194819,85.16419927477783
0.06808317553716799,-36.51651940872465,85.06729159459019
0.06848393030693674,-36.28862725648894,85.65560258300749
0.07187307535497903,-36.0860412810214,85.46256674283825
0.07063773141061992,-35.9059178610341,85.82378656361209
0.06852755178113056,-35.66009153443102,85.71737368692618
0.07311068307474673,-35.49022492961117,85.51063375879075
0.07451548930529978,-35.22151290101231,85.62845477608633
0.0749988465997504,-35.00511999766503,85.52706378934894
0.06893625788924106,-34.81023691799989,85.8214779328049
0.07177253479167567,-34.6104810725577,85.7029973652629
0.07946362717879235,-34.40309649093148,85.66885609601104
0.08051247682934312,-34.18176736856461,85.80731897261728
0.08069944279496435,-33.96283875809915,85.8784197522067
0.08115497937075547,-33.79254793298573,85.94196693966251
0.08337856860336425,-33.56657551028644,86.09491961128106
0.08439096365715575,-33.35155002437353,85.91013855434039
0.08004282309530347,-33.13894511440692,85.86783776049538
0.07753315686416254,-32.9356786379829,86.37825020474496
0.08723083904575289,-32.70101180896234,86.15263702495506
0.08890234383846819,-32.50548882590864,86.04966405747012
0.09060115404253417,-32.25683225046185,86.18450125576263
0.0880044062416732,-32.0846395493769,86.3863681077807
0.08825596612597902,-31.8414123879583,86.24623336403619
0.08966640064513606,-31.62041013083797,86.15775596816843
0.08958217993540428,-31.42282577992966,86.31179165776643
0.0898648503610512,-31.22337868916281,86.18793209636789
0.09017052154531127,-30.99673271783826,86.26692017078481
0.09035058710377439,-30.75319758592826,86.42869594851504
0.09151942532511718,-30.58512389506508,86.19686485618669
0.08550646566778658,-30.36896499348234,86.07535269256732
0.07858397860585646,-30.15465268558118,86.39158264612379
0.0881606710463801,-29.95842287023691,86.25620970147526
0.09033334522045189,-29.70248012426853,86.15614769753802
0.09112357179579722,-29.54621862929536,86.36351210348549
0.08783171288198111,-29.31595453548113,86.11729785685661
0.08749351964423455,-29.09249271264016,86.31086381633415
0.08748535925904904,-28.90424362428916,86.14272182779534
0.08928389905900529,-28.70843979320142,86.35998942614387
0.08668524582498111,-28.5027671303152,86.37383540174791
0.08495855913341578,-28.25956972741883,86.2095263487647
0.08196141721538047,-28.05091885228485,86.00068587531791
0.07673071088466774,-27.84595524863084,86.02753299891481
0.07160409224300236,-27.63424127383909,86.08064417885669
0.06540064547008578,-27.40845409024423,86.05874658463301
0.07682624159139344,-27.20686864609578,85.96717197417871
0.07636542596083915,-27.01526317519573,86.05179989684491
0.07430713560550976,-26.7654604999375,86.06329090149771
0.07616910426197805,-26.57463636570887,85.92625470175186
0.07301116416412685,-26.37118707089853,85.88111864290977
0.06512959532153947,-26.13951605694664,85.8602527520343
0.05834009632528918,-25.93268974581651,85.95765458292665
0.05148390375762021,-25.71662712967012,85.8788888529275
0.05213286089847561,-25.49534732558548,85.87082660858403
0.05070701655597239,-25.30172512675232,85.68974923880432
0.04145258045738329,-25.09319165858235,85.65064767141219
0.04770129386291192,-24.86429360794981,85.65565396495822
0.04993418920581773,-24.65852597911648,85.57346393127523
0.05149523470949781,-24.46165484418776,85.55867744856046
0.04918720187391669,-24.22600853402274,85.39457365867655
0.04608349938529355,-24.03093017413578,85.46985284224219
0.04405069161961029,-23.81510994054572,85.39232980977239
0.03626256180432517,-23.60535762631837,85.22960355263956
0.03576847530857442,-23.37601419192735,85.14574150704888
0.03493159910265915,-23.16022444521187,85.13905352340086
0.03367674376586903,-22.95591771033792,85.08683817128079
0.02132039632670916,-22.73470690285206,84.94497538025919
0.02781500607828584,-22.51565469492433,84.90250597865634
0.01978986638475215,-22.3165133381437,84.82499373578128
0.02048015612488366,-22.09882488146389,84.71990798759987
0.01612084407316594,-21.88635688422345,84.61445451612865
0.01492908585481648,-21.67184319621954,84.59804693612064
0.01384413372794118,-21.45111040689152,84.45658082603593
0.00766856222082076,-21.22683522827809,84.37676103847508
0.007810058886481949,-21.0093280670201,84.26543396405194
-0.001619434950238946,-20.80093887026909,84.14749075242344
-0.01431763413366488,-20.58049378382427,84.02252270963413
-0.004218127677982192,-20.37578739849312,83.89913750768861
-0.006833098419839627,-20.15916710433052,83.77788411851321
-0.01188451373161067,-19.93669821715475,83.68663213905798
-0.01481649746230949,-19.72278760965754,83.53778182325061
-0.01743513650042164,-19.51435664375548,83.46711070705192
-0.02029324109413019,-19.29959860815329,83.25863962157649
-0.02506754176304866,-19.07789945903577,83.11937279232797
-0.02541388076438802,-18.85519255645102,82.99315434742806
-0.02827389387970154,-18.64442215796513,82.8320701529251
-0.03395423096242402,-18.42710616873257,82.68626633664169
-0.04171565540494399,-18.20517345765161,82.52488365284137
-0.04996222652391789,-17.99159815916457,82.37642664373053
-0.04179756160416763,-17.77305106754617,82.18902801543192
-0.04559233601811177,-17.55112230387848,82.03751381483541
-0.04819886461719201,-17.33284195773874,81.86571895066452
-0.06025064086440972,-17.10953087837141,81.6485721429071
-0.0548194772903094,-16.89773376445321,81.47113605551628
-0.05810412408603639,-16.67607768174599,81.25381203142989
-0.06641603621032796,-16.45458997608674,81.07501277964676
-0.06386332968614777,-16.23553180056026,80.84787924439343
-0.06772547590742141,-16.01009422487906,80.677126677883
-0.07215950028294432,-15.78960801776687,80.44689429508725
-0.07367236464784205,-15.56382744992245,80.19876426632072
-0.07674925232312518,-15.34445616010161,79.94345473138682
-0.08116214287770811,-15.11609818151469,79.7051988657166
-0.08501513364291216,-14.89211783306707,79.45531596785949
-0.09637574171281936,-14.66302145792256,79.20009667237491
-0.09118722194668541,-14.44050500491265,78.92963265771238
-0.09770756723042007,-14.20962322236329,78.65232340868415
-0.0971988482380655,-13.98222911982369,78.35839276208192
-0.1058378485813558,-13.75295805960818,78.0629262080911
-0.1176765849365413,-13.52190179869453,77.73428173645442
-0.1141996613465696,-13.28765887026515,77.40765643832361
-0.1157186986226048,-13.05040524673979,77.04556041090035
-0.1209933871940618,-12.80605691948686,76.68492934405897
-0.1301788918484634,-12.56553579426183,76.2698183431938
-0.1391126342634285,-12.31316783146746,75.82258830642449
-0.1322740167403716,-12.04521137766733,75.25907667943088
-0.1362405619435393,-11.76373709699953,74.45043875774826
-0.1440742786081895,-11.48662706468845,72.76987974708717
-0.1642912944222566,-11.66956961365829,70.47834062841834
-0.1523832771816613,-11.65079331460473,73.02402765221539
-0.1565639344049441,-11.28584631405563,73.57153120522301
-0.1622385197560077,-10.97895807445764,73.32269660496125
-0.1712078399875361,-10.69560613182219,72.94011371640244
-0.1724996128839834,-10.43128869091857,72.47488322014613
-0.1803847204855241,-10.17002985429855,71.97504939193141
-0.2008502701620944,-9.916103623476118,71.46445871693614
-0.1929135419208507,-9.663424501674216,70.91591468406077
-0.1975330836081244,-9.408182975581575,70.36015266083477
-0.2053985607364207,-9.157017390525391,69.7694331643397
-0.2118924769070613,-8.902343500000185,69.14672275114879
-0.2241304266156965,-8.648379575034799,68.50998145434964
-0.2365887981454641,-8.393947315857261,67.8441559926452
-0.2386460233520497,-8.135877133868766,67.16095191430782
-0.2447586552168505,-7.880026354884788,66.43507152895143
-0.2593385242289996,-7.622363509053081,65.66114507032079
-0.2665151922137415,-7.360660487928129,64.88503048341425
-0.2757500529383649,-7.099733820364648,64.05227591451668
-0.307255736450404,-6.835398629609904,63.18404542350157
-0.2979804541753268,-6.570910469460274,62.27754014053227
-0.3102213239642059,-6.304247520589724,61.32144128366204
-0.3211950481773084,-6.038069807697949,60.32647884284086
-0.3326308339142832,-5.770397976352687,59.28650733594742
-0.3520513810934629,-5.500354326660604,58.18805834448231
-0.3618363355218048,-5.228223833175437,57.03539565653135
-0.3743294571541094,-4.956004987952363,55.82204952627217
-0.3974958998897571,-4.68229079263368,54.53617705455278
-0.4052207133874249,-4.409553662002485,53.19331035188544
-0.4213388606953874,-4.136289499387398,51.77248410678602
-0.4359840413555323,-3.862350863470535,50.27047585414179
-0.4535732651797117,-3.592151660308928,48.69728140281917
-0.4717641452694081,-3.322986920140217,47.02812155565125
-0.4885549413919104,-3.055697681521127,45.27116302461653
-0.5085927922153898,-2.791806640917248,43.41796610731814
-0.5261389325916233,-2.532669098790535,41.46481286505286
-0.5525922280290629,-2.278926159156057,39.40229277070958
-0.5657738650244402,-2.033983385657756,37.24371075506031
-0.5864040204636601,-1.796518425383563,34.96568349931922
-0.6066551295953168,-1.568619068531621,32.57610422320663
-0.6280976958607489,-1.354472293589715,30.07559469103852
-0.657683960146948,-1.153859421642295,27.46376496789662
-0.6741454479787259,-0.9698817979559232,24.74064773833015
-0.6972010287695346,-0.8050537997314761,21.92467750807255
-0.7320134588319946,-0.6597062633975004,19.01419080095971
-0.7573976686179063,-0.5384939454655847,16.01351638638893
-0.7709106827253429,-0.440559093142556,12.95428058417843
-0.7980185732082705,-0.3686585316131207,9.826974980885986
-0.8364277201026092,-0.3235736557413454,6.673993494403831
-0.851056761071829,-0.3076280856885548,3.498091396583419
-0.8813634731544335,-0.3193992651139105,0.3198878659869848
-0.9127483202673546,-0.3587228342257238,-2.83242335459623
-0.9675564977252256,-0.4255104313271418,-5.956086608609539
-0.9810830900418738,-0.5191895013890832,-9.026894448445104
-1.020665843309574,-0.6376151356862675,-12.01452824353868
-1.066079396575828,-0.779290757893919,-14.92124256900898
-1.100890709285902,-0.9416528430453776,-17.73717499760048
-1.144697281570061,-1.123719252515427,-20.44561721373378
-1.195593537450918,-1.322232337533954,-23.04561421478638
-1.263504291456147,-1.535434170791504,-25.52695031325381
-1.304471838083932,-1.762317446667831,-27.88572752196154
-1.349890747270946,-1.999548451945349,-30.13164662324701
-1.435655246995861,-2.24570463059864,-32.26377217890465
-1.470625206711177,-2.498523249207983,-34.28777514029019
-1.534734414736708,-2.759077869299632,-36.19534783710579
-1.597198646915355,-3.024005500466553,-37.98945454367117
-1.69988474599305,-3.290944830882546,-39.68744985677709
-1.739085697643699,-3.562455290652613,-41.28834224805368
-1.816246284672845,-3.835543608011745,-42.79047353560445
-1.885299940930054,-4.109494930754954,-44.20889646828245
-1.964614508532473,-4.384126651979168,-45.54988978360589
-2.046120826849107,-4.65857015265396,-46.79855125695875
-2.130682120746476,-4.931189559266286,-47.98410878236542
-2.232108982824138,-5.204034883585289,-49.08267383966809
-2.306081216193818,-5.475640503795077,-50.1324634243427
-2.395891376449143,-5.745992080028516,-51.11689904545804
-2.490997556601941,-6.014690695021891,-52.02925372441485
-2.589057212778743,-6.282707924551661,-52.89781675331348
-2.686320518153152,-6.548945159473353,-53.71586259447434
-2.789207251565414,-6.812175471985609,-54.4675790664662
-2.939909791610708,-7.07392533924962,-55.19601840435895
-3.001191169165184,-7.333515259747921,-55.87019721538897
-3.143136981573525,-7.592676896507625,-56.49913515383349
-3.221708940755787,-7.848143018671998,-57.0816628692266
-3.336573483090244,-8.102673804214163,-57.62787228080992
-3.454812524854076,-8.355595605742947,-58.15513495395373
-3.574354743379664,-8.60574429046035,-58.64203714194222
-3.695757836692773,-8.855035062386271,-59.08040824675927
-3.819039812904204,-9.102301032171512,-59.47799232410992
-3.95709371063951,-9.351102907692745,-59.87149668860407
-4.092856844722001,-9.594750579330528,-60.2250188917178
-4.208144687773353,-9.837331973819905,-60.55323408808923
-4.34201723394643,-10.07719032881064,-60.83268586047586
-4.494043894645436,-10.31914838755047,-61.12375469611889
-4.622321104907208,-10.55810396360672,-61.35078345941729
-4.754887700745643,-10.7904729783884,-61.56768589803957
-4.912905750749358,-11.03095744997079,-61.75340204283508
-5.096969957423974,-11.26406694536617,-61.92648075592547
-5.186063000189325,-11.49927701995788,-62.05093563305654
-5.332696135185087,-11.72919727645374,-62.19102152269579
-5.484391231780256,-11.96061816623344,-62.25791088153358
-5.632458389017495,-12.19210366638008,-62.33776768914396
-5.783118590629025,-12.41615116339464,-62.41310071222961
-5.935178772566586,-12.63694635652924,-62.4173214976399
-6.144575704244659,-12.86439177169084,-62.42181586839388
-6.253913327947021,-13.0862176047322,-62.42571439994183
-6.41415312658637,-13.30826259125483,-62.41117840491073
-6.664096731625317,-13.52633890753955,-62.38786364667894
-6.710137943677291,-13.74483210613895,-62.30095278596221
-6.866786739801252,-13.9607724492211,-62.26178403995993
-7.175866286910288,-14.18319990942677,-62.16176526199429
-7.185266310628343,-14.39857877627373,-62.03465014570853
-7.346848613055318,-14.6081010107564,-61.90904997399852
-7.504494918721668,-14.83328593686157,-61.76158180325866
-7.725045184652936,-15.04728316711699,-61.55192956596508
-7.822644440776482,-15.2642474503065,-61.33800529512837
-8.009131441892329,-15.46888228352281,-61.21804926357822
